ID;Başlık;Yazar;Yazar ID;İşaretler;Favori mi?;Favori Sayısı;Yorum Sayısı;İçerik;Oluşturulma Tarihi;Güncelleme Tarihi
"106477753";"meditasyon";"drtiyatro";"2332699";"share report vote";"Evet";"0";"0";"you tube'a 'omm oss yoga' yazarak yeğenimin arattığı ve istediğini bulamayınca sinirlendiği bir türlü huzur bulamadığımız aktivite";"03.05.2020 01:28";""
"104665658";"meditasyon";"as royal as a queen";"1339817";"share report vote";"Evet";"0";"0";"(bkz: #104665555)";"03.04.2020 13:06";""
"106464020";"meditasyon";"thearchitectt";"1876726";"share report vote";"Evet";"3";"0";"zihin boşaltma yöntemi. bu ara her gece uyumadan önce 7 dk yapıyorum. gerçekten iyi geliyor. uyumadan önce lafın lafı açması durumunu çok yaşıyordum. nefes egzersizleri ile o ana ve nefesine odaklanmak diğer düşünceleri uzaklaştırıyor. kısa süre içerisinde uykuya dalabiliyorum. bunun için aşırı basit bir uygulama kullanıyorum. fonda relaxing bir müzik eşliğinde 3 saniye derin nefes al 9 saniyede ver şeklinde.";"02.05.2020 22:16";"02.05.2020 22:21"
"104918485";"meditasyon";"yarimkan";"2014064";"share report vote";"Evet";"3";"0";"tık tık bu videolarla başlamış olduğum ritüel. aksatmadan yapmaya önem gösteriyorum. beynimi düşünce selinden bu yolla kurtarabilirsem ne mutlu bana.";"07.04.2020 12:08";""
"104947014";"meditasyon";"tuzuklerin efendisi";"885704";"share report vote";"Evet";"1";"0";"soyut bir kavram olduğu için çoğu kişi tarafından inanılmayan, hatta zaman zaman dalga geçilen eylem. ancak başladıktan sonra anlıyorsunuz ki bu hayatta sizi meditasyondan başkası kurtaramaz.";"07.04.2020 21:13";""
"108761293";"meditasyon";"mukatta";"535304";"share report vote";"Evet";"1";"0";"(bkz: günsu engin)";"13.06.2020 00:11";""
"103073076";"meditasyon";"ruvi";"1451384";"share report vote";"Evet";"9";"0";"meditasyon yapmaya başladığımda yani 8 ay önce bugün olduğum yerde olabilmeyi hiç düşünmemiştim. iç alanımda böyle köklü değişikliklere sebep olabileceğini, bakış açımı değiştireceğini, şükür etmeyi bu kadar arttıracağını, an’da yaşayabilmeyi... başlamayı düşünen sevgili arkadaşlarım, her gün üç dakika ile başlayın, 5 dakika 10 dakika derken hayatınızda önemli bir yer tutacağından emin olabilirsiniz... https://pozitif.blog/2020/03/02/ilham/";"05.03.2020 19:35";""
"100412674";"meditasyon";"ruvi";"1451384";"share report vote";"Evet";"9";"0";"kendi tecrübemden hareketle meditasyon nedir, benim hayatımı nasıl etkiledi ya da başlamaya niyetiniz varsa ilk zamanlar neler hissediceksiniz bir fikir olması açısından http://pozitif.blog/2020/01/11/meditasyon-nedir/";"12.01.2020 10:26";""
"100624453";"meditasyon";"ruvi";"1451384";"share report vote";"Evet";"2";"0";"bu başlık altına 2. kez blog yazımın linkini bırakıyorum diye kızacaksınız belki ama, aynı yolu yürüyenlerle buluşmak, öğrendiklerimi yazıya dökmek ve belki geri dönüş almak bana şevk veriyor. ego nedir başlıklı yazımı paylaşıyorum: http://pozitif.blog/2020/01/16/ego-nedir/";"16.01.2020 18:04";"16.01.2020 18:06"
"98185253";"meditasyon";"jaaaccckkk";"527452";"share report vote";"Evet";"4";"0";"anlayabildiğim kadarıyla carpe diem diye adlandırılan, yaşadığın yani gerçek olan ana odaklanmayı öğreten bir alıştırma. ki anı yaşama, yaşadığın ana dahil olma, yaşadığın anı ıskalamama, yaşadığın an ile bütün olma, yaşadığın anı sevme... yani temelde hayata, hayatın o anına, yani tek gerçek kısmına dahil olma epey önemli bir şeymiş ruh sağlığımız açısından. yanılmıyorsam düzeltin, bilmediğim şeyler....";"23.11.2019 18:12";""
"101361430";"meditasyon";"veresiyesatan";"479510";"share report vote";"Evet";"0";"0";"bütün yazılanlar meditasyonun ne olduğu hakkında. nasıl yapıldığını anlatan tek bir yazı yok. hatta galiba nasıl yapıldığını anlatan bir kitap da yok. isminde meditasyon geçen kitapları karıştırdığımda, hiçbirinde nasıl yapıldığının anlatılmadığını gördüm. hepsinde, ne işe yarar, kaça ayrılır, neden meditasyon yapmamız gerekir gibi konular var. öğrenmek istiyorsan gidip bir uzmana domalmalısın demeye getiriyorlar.";"31.01.2020 16:19";""
"99910056";"meditasyon";"lenorre";"2097142";"share report vote";"Evet";"10";"0";"meditasyon insanın içine huzur ve dinginlik getiren bir yöntemdir. sabah ve akşam düzenli yapıldığında faydalarını cidden göreceksiniz içinizi bir sevinç, dinginlik ve huzur kaplıyor olacak. mesela doğanın sesini daha da bir güzel hissedeceksiniz sabahın karanlığı sizi o kadar ürpertmeyecek. hayvanlar gözünüze daha da bir sevimli ve masum görünecek. insanları eskisi gibi kafaya takmayacak ve öz kontrolünüzü sağlayacaksınız. öz saygınızda ve öz güveninizde de bir artış olacak. yaptığınız işten keyif alacak ve sıkılmayacaksınız. eğer anksiyeteniz varsa sürekli yaptığınızda faydasını göreceksiniz. çünkü meditasyonun zihinsel gelişime büyük bir faydası vardır. özellikle bize savaş ve kaç uyarısı veren amigdalanın küçülmesinde büyük bir faydası vardır. her an nefesinize odaklanarak farkındalıkla yaşamanızı sağlar. ben henüz o evreye gelemedim. umarım gelirim. mum ve tütsüyle meditasyon yapacağınız alanı daha keyifli bir yer halinede getirebilirsiniz.";"01.01.2020 16:11";"01.01.2020 16:12"
"97594048";"meditasyon";"korbaykusss";"2139601";"share report vote";"Evet";"8";"0";"meditasyon içinizdeki buddha doğasını ortaya çıkartır. o sizi büyük iskender yapmaz. sizi bir rockefeller, ford, morgan yapmaz. sizi bir buddha , zerdüşt , lao tzu yapar. yalnızca bu insanlar gerçek doyumu bilirler. büyük iskender bile bir dilenci gibi öldü. onu etkileyen en önemli insan diyojen 'di. diyojen de mahavira gibi yaşadı. çıplak fakat derin bir vecd ile. dans ve kutlayış içerisinde. iskender onu görmeye gittiğinde kıskanır ve şöyle der: ""sen kıskandığım ilk insansın."" diyojen şaşırır ve şöyle der: ""bu garip çünkü ben hiçbir şeyim. sadece bir dilenciyim. sen ise en büyük kralsın. neredeyse tüm dünyayı fethettin. beni nasıl kıskanabilirsin ki?"" iskender ""dünyanın krallığına sahibim ancak hayatımda hiç neşe yok. hayatım bir çöl gibi kurak ve boş. varlığımda açmış tek bir çiçek bile yok. fakat sende bu çiçekleri görebiliyorum. kalbin dans ediyor ve her nefesin bir şarkı. gelecek sefer tanrı bana bir şans daha verecek olursa iskender olarak değil diyojen olarak doğmak isterim."" diyojen ""neden gelecek seferi bekliyorsun şimdi de bir diyojen olabilirsin."" der. fakat iskender de senin gibi pratik olduğu için şöyle devam eder ""şu anda dünyayı fethediyorum. önce bunu bitirmeliyim."" diyojen ""şunu hatırla, bunu hiçbir zaman bitiremeyeceksin. hayatta hiç kimse yapacağı işleri bitiremez. hırslar çok fazla hayat ise çok kısadır. arzularımız sonsuzdur. her arzu başka bir arzuyu doğurur. arzularımı bitirip diyojen olacağım diye düşünme. diyojen olmak bir sıçrayıştır, kuantum bir sıçrayıştır."" iskender seferden dönerken evine bir günlük mesafede yolda ölür. ölmeden önce hekimlere şöyle der ""beni yirmi dört saat daha yaşatın, size ne isterseniz vereceğim."" hekimler ""bu imkansız."" deyince iskender ""anneme döneceğime söz verdim"" der. hekimler ""ölümlü insan söz vermemelidir çünkü yarın asla kesin değildir"" derler. ölmeden önce iskender'in son isteği ellerinin kefenin dışında bırakılması olur. hekimler bunun geleneklere aykırı olduğunu söyleyince iskender ""gelenekler umurumda değil. herkesin ellerim boş bir şekilde öldüğümü görmesini istiyorum"" der ve ölür. meditasyon ile bir iskender olmazsınız, bir buda olursunuz. elleriniz dolu olacak. sadece elleriniz değil görünmez ruhunuz da. bu büyük bir mutluluk ve şükrandır. bu meditasyonun amacıdır. bu durum ancak deneyimlenebilir. (bkz: meditasyon) (bkz: osho)";"10.11.2019 01:27";""
"94601671";"meditasyon";"kaiserclown";"497189";"share report vote";"Evet";"1";"0";"ios üzerinde bulunan meditasyon uygulaması ile kolayca başladığım rahatlama metodu. uygulamayı yapanlara teşekkür ederim. watch ile beraber beni bayağı toparladı.";"29.08.2019 12:03";""
"96657815";"meditasyon";"otlukek";"1721519";"share report vote";"Evet";"9";"0";"bugün ciddi niyetlerle başladığım hede. 10 dakika su gibi geçti. (alarm kurmuştum) epey bir zamandır aklımdaydı. anksiyete gibi kaygı bozukluğu olanlar bilir. hep bir huzursuzluk, hep bir yerinde duramama hali oluyor bazı dönemlerde. zihin sürekli bir sonraki eylemle meşgul. onu kontrol altına almaya çalışıyor. bu da katiyen şu anda kalamamak demek. 2017'den beri yoga yapıyorum ve meditasyon dersine de katılmış idim zamanında. çok fazla çeşidi var meditasyonun. bildiğimiz oturarak yapılandan tut, yürümeli olanına bir sürü versiyon. hatta benim katıldığım danslı bir olaydı. grupça gözlerimizi siyah bir bantla kapatıp aptal saptal dans etmiştik fghfg. yani öğretmenin yönlendirdiği şey ""içinizden nasıl geliyorsa öyle dans edin"" gibi bir şeydi. elbette bu son versiyonların hepsi batının (amerika özellikle) ekledikleri. esas hali bana göre oturarak yapılanı. yoga sonrasında yapılması vücudun gevşemesi ve konsantre olmak için daha uygun. benim niyetim kaygı bozukluğumu törpülemek. aslında böyle düşünmemek gerek biliyorum. meditasyon hayatın bir parçası yapılmalı, ona çok büyük bir anlam yüklemek doğru değil zira anlam yüklediğimiz her şey bir saatten sonra egonun radarına giriyor. ""yanlış mı oturdum?"" ""yanlış mı nefes alıyorum?"" ""olmadı yapamayacağım."" yanlış otur, yanlış nefes al. hepsi geçecek. ne önemi var? mesela benim aklıma o çok isteğim çanta geliverdi. sırası mı şimdi deyip nefese döndüm fgh. düşünceleri yok etmek değil bence amaç. nefesle birlikte onları kabul edip uğurlamak ve evet yoga gibi herkesin kendi stilini bulması gerekiyor. önemli olan katı kurallar koymak değil. zamanla her şey uyum içinde akacak biliyorum.";"17.10.2019 15:52";"17.10.2019 15:54"
"97280173";"meditasyon";"nickinide al git";"1838172";"share report vote";"Evet";"0";"0";"düzenli bir şekilde yapma kararı aldığım eylem.";"01.11.2019 23:37";""
"96680987";"meditasyon";"emniyet hanim";"1607442";"share report vote";"Evet";"2";"0";"ay ben gülerim";"18.10.2019 01:59";""
"118025410";"meditasyon";"hot fuzz";"1230376";"share report vote";"Evet";"15";"0";"netflixte headspace uygulamasinin kurucusunun hazirladigj.mukemmel bi mini dizi var. 20dklik bolumlerde hem de uygulamali olarak interaktif bir deneyim yaratiyor. istiyorsaniz ama nerden baslayacaginizi bilemiyorsaniz bence baslangic icin ideal, kesinlikle tavsiye ederim.";"10.01.2021 02:01";""
"117794307";"meditasyon";"postdemode";"1161137";"share report vote";"Evet";"7";"0";"birkaç aydır düzenli olarak yaptığım, çok da faydasını gördüğüm zihinsel etkinlik. beklentisiz ve ön yargısız olarak başlanması tavsiyemdir. dinlendirici bir müzikle ya da sessizlikte kendi kendine yapabileceğin gibi yönlendirici bir sesle de yapabilirsin. ben youtube'da mediha abat'ın nefes meditasyon kanalıyla keşfetmeye başlamıştım. işler iyi gitmeye başlayınca meditopia'yla devam ettim. :) ed: imla";"04.01.2021 22:18";"04.01.2021 22:23"
"115189069";"meditasyon";"milesblue";"963236";"share report vote";"Evet";"2";"0";"bunca mutsuzluğun, aç gözlülüğün, stresin ve öfkenin olduğu dünyada zihinlerin ve ruhların huzur bulması için artık bir gereklilik.";"05.11.2020 11:03";""
"68599018";"meditasyon";"xmate088";"734260";"share report vote";"Evet";"2";"0";"hayatımda ilk defa meditasyon yapmaya çalışıyorum. çocukluğumdan beri ateşi taparcasına sevmişimdir o nedenle karanlık odada mum alevine odaklanarak bir meditasyon müziği eşliğinde denedim. ilk başta kısa bir süre kafamın içinde laf lafı açtı fakat sürekli mum alevine odaklanmaya çalıştım ve bir süre sonra kayboldum alevin içinde. işin ilginç yanı şu ki: 15 dakika bile geçmemiştir diye düşünmüştüm fakat 1 saat sürmüş! before and after yapacak olursam eğer, beynimi sanki buzlu bir suyun içine sokup ısısını düşürmüşüm gibi hissediyorum. placebo olabilir belki ama şu anda çok rahatım ve bu rahatlığa en son illegal bir madde kullandığım zaman erişmiştim ben. doğru şekilde yaptığım zaman kim bilir nasıl olacak? sorusunun cevabını öğrenmek için her gün yapmaya başlayacağım.";"03.06.2017 23:38";""
"20416247";"meditasyon";"morina";"423971";"share report vote";"Evet";"2";"0";"beyne ve ruha yapılan masaj.";"23.09.2010 21:09";""
"32727085";"meditasyon";"annaakarenina";"1249359";"share report vote";"Evet";"0";"0";"zihni huzura kavuşturma sanatıdır.";"18.03.2013 17:46";""
"32513945";"meditasyon";"yoruk ali efe";"689963";"share report vote";"Evet";"0";"0";"namaz kılarken yapılmayan eylem.. şu anda dindar insanlar iktidarda diye, bazı münafık ve orospu çocukları , namaz kılarken meditasyon yapıyorum diye bir yol seçti... tüm din adamlarına sorun bu tamamen günah ve yanlış birşeydir..ben bizzat şahit olmadım ama televizyonda da denk geldim bazı kendine astrolojist diyen neylüğü belirsiz ama insanların para vermeyi sevdiği tiplere.. kardeşlerim, romalılar!! evet çaresiz olabilirsiniz ama ben namaz kılarken meditasyon yapıyorum diyen edepsizlere para vermeyin..";"09.03.2013 17:36";"09.03.2013 17:37"
"64797";"meditasyon";"barbie";"7183";"share report vote";"Evet";"0";"0";"(bkz: transandantal meditasyon)";"19.11.1999 01:04";""
"81602708";"meditasyon";"ibisile";"1408688";"share report vote";"Evet";"4";"0";"geniş anlamıyla bakıldığında meditasyona benzeyen, yarayan, işlevi meditasyon olan o kadar çeşitli eylem var ki. belki manastır, tekke ve doğudaki benzerlerinin, yani küçük grupların toplandığı her oluşum belli bir meditasyonun öne çıkarıldığı merkezler sayılabilir. bu bakımdan kulüp, spor kulübü, eğitsel kol, hayır hasenat işleri, parti, meslek örgütü, sendika gruplarının her biri ve çeşidi de çağdaş tekkeler ve meditatif gruplar sayılabilir. keza dinlerin, tarikatların ayinleri gerek bireysel, gerek grupsal olduğunda meditasyon içerecektir, içerebilir. ondan başka hiçbir şey değildir diyecek değiliz. her durumun özgün tarafları kendine. gündelik etkinliklerden de meditatif olanlar var. banyo/tuvalet ayinleri, mutfakta gevşeme-rahatlama, otoyolda hızlı veya sakin giderek düşüncelerini durdurma, özbakım işlemlerinin çoğu, ötekine bakım, masaj gibi eylemler, yatmadan önceki dualar, arka planda dinlenen radyolar, müzik kullanımının pek çok türü, tv izlemek, dizi hatta film izlemek, bir aygıt/edevata veya tamirata odaklanmak. daha neler neler bu nitelikte keşfedilebilir. benzer açıdan bakılmış olarak (bkz: tesbih çekmek/@ibisile), zaman yani şimdi. 'ben kim bilir maymunluk devrimden beri kaçıncıdır* dünyaya geliyorum fantezisi hintlileri bunaltmış. budha son noktayı koymuş, tanrıları bile durduran sebatlı meditasyonla, 'ben bu yaşamı son yaşamım kılabilirim,'e ulaşmış. hayvan cennetinden kovulmanın iki büyük sonucu vardı: bir hınç-haset, bir de telafi yani yeniden sevilme ve kendini sevme umudu. bu iki sonuç ve onların ikilemleri uygarlığın iyi ve kötü her şeyini yarattı, doğurdu. örneğin meditasyon yöntemlerine ve bilgeliğe, insanın başına gelen travmatik felaketin kayıtlarını silme, sonuçlarından ve bilgisinden kurtuluş umudu diye bakılabilir. bilimcilik ve ayrıntısallık yönlü ilerlemeler ise yumağı geri sarma ve iptal etme* veya ilk/orijinal eyleyeni bulup öç alma arzusu olarak yorumlanabilir. bilim adamlarının ilgisiz iyicil yumuşak görünmelerine aldanmayın o kadar. (bkz: kopuş/@ibisile) *** ""adinatha, jainizm'deki yirmi dört ustanın ilkidir ve ilk kuantum sıçrayışı* budur: tanrı'dan kurtulunmuştur. itibar buda'ya ait değildir, çünkü buda adinatha'dan yirmi beş yüzyıl sonra gelmiştir. ama buda'ya ait olan itibar başkadır: adinatha tanrı'dan kurtulmuştur, ama yerine meditasyon koyamamıştır. tam tersine çilecilik, sadelik, bedene eziyet etmeyi yaratmıştır: oruç, çıplak kalma, günde yalnızca bir kez yemek yeme, geceleyin hiçbir şey içmeme, yememe*, yalnızca belli yiyecekleri yeme."" osho provokatör mistik ""meditasyon sözcüğünü kullandığımız zaman bu, bir şey üzerinde düşündüğün** hissini verir. üzerinde meditasyon yapacak bir nesne olmak zorundadır ve ve sorun budur. doğuda bir başka sözcük vardır, dhyana. dhyana basitçe, odaklanma, bir şeye yoğunlaşma sorunu yok demektir: daha çok zihnin içeriklerini boşaltmak, yalnızca var olmak demektir. dhyana anlamında meditasyonun hedefe sahip olmasına gerek yoktur: o hedefsiz, içeriksiz bir bilinç durumudur, boşaltır durursun -neti, neti, ne o, ne de bu- iyi ya da kötü her tür düşünceyi reddedersin."" agy ""meditasyon bir iş adamının girişimi hiç değildir. meditasyon kesinlikle kumarcı içindir. o, ne olursa olsun kendini tamamen ortaya koyar. (...) içsel kumarcı* bunun tam tersidir: bir yenilgi bile yalnızca gelecek bir galibiyetin başlangıcıdır. bir meditasyoncu asla nihai olarak kaybetmez: defalarca kaybeder, ama sonunda kazanır."" agy ""meditasyon yalnız olma* sanatı demektir ve sevgi birarada olma sanatı demektir. (...) meditasyonda nefes alır, sevgide nefes verirsin. sevgi ve meditasyon bir aradayken nefesin bir bütündür, eksiksizdir, tamdır."" agy ""günahkar sessiz olabilirse, aziz ile aynı bilince ulaşacaktır."" agy ""çünkü en somut yorgunluğun bile, özellikle sinirli insanlarda, bir bölümü dikkate bağlıdır ve sadece hafıza tarafından sürdürülür. yorgunluktan korktuğumuz an birdenbire bitkin düşeriz: yorgunluğu atmak için, unutmak yeterlidir."" marcel proust - sodome et gomorrhea (kayıp zamanın izinde s.1657) [*açıklamaya şöyle devam eder: ""doğanın tekerleği dışarıdan kendi içine kapanır: çünkü tanrı kendi içinde yaşar ve öyle bir şekli vardır ki: tıpkı tanrının, kendini bu dünyanın şeklinde boyaması gibidir doğaldır: çünkü tanrı her yerdedir, bu yüzden de kendi içinde yaşar. not alın: dış tekerlek yıldızlar ve burçlar kuşağıdır ve ondan sonra da yedi gezegen gelir"", vb. ""bu figür yeteri kadar şekillendirilmemiş olmasına rağmen yine de bir meditasyondur, ve daha az anlayışlı olanların meditasyonu için büyük bir daireye onun güzel bir çizimini yapabiliriz. o yüzden not edin, arzu kalbe, yani tanrıya içeriden ulaşır"", vb. (...) ""böylece bütün öz, insan zihni gibi sadece tek bir şeydir. insanın ruh ve beden içinde olması gibi, bu öz de öyledir"": çünkü insan, bu ""bütün öze"" benzetilerek yaratılmıştır.] carl gustav jung - rüyalar ""tantra, teknik demektir: oysa tao'nun hiçbir teknik ile ilişkisi olamaz. tao'da yöntemlere, tekniklere yer verilmez. tao, kendiliğindenliktir. kendiliğindenliğin tekniği olabilir mi? kendiliğindenliği kullanamazsınız. (...) tao kendini bırakmak demektir. yani, enerjiniz nereye yönelirse, siz de onun oraya akmasına izin vereceksiniz. yani, yüzmeyeceksiniz: kendinizi akıntıya bırakacaksınız. yüzmek, bir tekniktir. bir nehirde sürüklenmek içinse, hiçbir tekniğe gereksinmeniz yoktur. (...) tao der ki: işte, sen buradasın. hiçbir yere gitmene gerek yok. başka türlü olmana gerek yok. gevşe. olayları, akışına bırak. her ne olursa olsun - hepsi de iyidir bu olanların. çünkü, tao'da, yadsınacak, karşısında direnilecek, bastırmaya çalışılacak bir şey yoktur. (...) buda, gerçeğe ulaştıran beş yoldan söz etmiştir. birinci yol, ahlak, karakter ve meziyet yoludur. ikinci yol, bilgi yoludur. üçüncüsü meditasyon: dördüncüsü de, kendini adama ve uysallığın yoludur. beşinci yol ise, öğretilemeyecek olan yoldur. bu beşinci yol, tao'dur. tao öğrenilebilir, ama öğretilemez. tao'nun öğrenilebilirliği şu anlama gelmektedir: gevşeyip dinginleştiğiniz, engelleri aştığınız, yaşamın özgürce akmasına müsade ettiğiniz, yaşam sizi ne tarafa çekerse, direnmeden o tarafa gittiğiniz takdirde, tao'yu öğrenebilirsiniz."" bhagwan shree rajneesh (ilk giri tarihi: 7.5.2014) (bkz: transandantal meditasyon) (bkz: meditasyon müziği/@ibisile) (bkz: sessizlik/@ibisile) (bkz: kapalabhati pranayam) (bkz: dalınç)";"24.09.2018 14:23";"23.06.2020 16:41"
"79758980";"meditasyon";"mavi orangutan";"1797650";"share report vote";"Evet";"0";"0";"yapmaya başladığım ve yardımcı videolar, yönlendirmeler aradığım zihni arındırmak için yapılan odaklanma halidir.";"31.07.2018 13:15";"31.07.2018 14:07"
"86401673";"meditasyon";"nuale";"1506854";"share report vote";"Evet";"2";"0";"kafayı yedirtecek başlık. ilk entry ile başlayıp son sayfaya gelmeyi başaran meraklı arkadaşımız kesinlikle sonunda kafayı yiyecektir. hasta mısınız lan. varlıklar gören var, mr çektiren var. oturun ve dinlenin, bu bir dinlenme sakinleşme durumu. otur, saçma sapan düşünmeni engelleyecek bişeylerle uğraş. meditasyon yapamadığınız gibi bir de insanları yanlış yönlendiriyorsunuz. sonunda meditasyonu da bir dine dönüştürünüz. doğuştan kafanıza yerleşen inanç sistemini... keşke kaldırabilsek.";"07.02.2019 10:31";""
"86329739";"meditasyon";"mrtbsrk";"1918834";"share report vote";"Evet";"1";"0";"şimdi bağdaş kurarak derin bir nefes alıyoruz ve aklımızdaki bütün kötü düşünceleri siliyoruz. huzur dolu bir ormanda ve ya güzel kokan bir deniz kıyısında olduğunuzu hayal edin .kuş cıvıltıları dört bir yanınızı sarmış .bütün sorunlarınızdan arındığınızı hissediyorsunuz şu an... -şaka lan şaka . sübhaneke,allahümme...";"05.02.2019 09:29";""
"94077458";"meditasyon";"mavikedininpembepatisi";"2053156";"share report vote";"Evet";"0";"0";"bugün indirdiğim ve ilk 5 dakikalık seansığımı henüz bitirdiğim uygulama. fena görünmüyor. çoğu içeriği premiumunda var tabi. yıllık 154 tl imiş.";"18.08.2019 01:01";""
"87903678";"meditasyon";"tebe volimo";"1483009";"share report vote";"Evet";"1";"0";"meditasyon da beynimizde yarattığımız kişinin bir oyunudur. o kafanda olan sarıldığın sen herşeye burnunu sokar. zihninden rahatsız olmaya başlar. o rahatsız olan kim ? zihnindeki sen. varlığın hiçbir şeyden etkilenmez sadece izler. ama zihnindeki sen şimdi meditasyon oyununu oynamak istiyor. biraz rahatlayacakmış kendileri. hadi bakalım rahatlasın sahiplendiği zihni biraz sussun sonra canı sıkılır başka bir oyuna başlar muhtemelen. amaan bu meditasyon da ruhani şeyler ben öyle biri değilim gideyim de biraz başka işle uğraşayım. uğraşsın bakalım beyinlerdeki bizlere kolay gelsin aslında hiçbirimiz yokuz.";"19.03.2019 09:24";""
"89350235";"meditasyon";"velizarovki";"1983553";"share report vote";"Evet";"1";"0";"son 2 haftadır elleri bırakarak bisiklet sürmeyi deniyorum. yatıp kalkıp odak önemli önemli diyorum ama nereye odaklanacağıma karar veremiyordum. önümdekinin enseye denedim olmadı. önümdekinin omuzlar felan o da olmadı, ufuk çizgisi de işe yaramadı. sonra bir anda ağaçlara bakarken, bir aydınlanma geldi. götüm istemeden yolu çiziyordu. o anda ağırlık merkezinde bir farkındalık yaşadım. ağaçlara vs. bakmak lazımmış. ama herkesin bakacağı yerin ağaç olması da şart değil. (bkz: alegori)";"25.04.2019 22:48";""
"88674416";"meditasyon";"tebe volimo";"1483009";"share report vote";"Evet";"2";"0";"bir hikaye okumuştum. küçük bir kız çocuğuna tanrının resmini çizmesini söylüyorlar. hayatınızda belki de göremeyeceğiniz güzellikte bir resim çiziyor. daha sonra annesine dönüp diyor ki: tanrıyı görüyor musun anne? annesi de ne tanrısı burada tanrı falan yok. nasıl yok işte burada inanamıyorum anne sana nasıl göremiyorsun? o benim çikolatamdan bile yedi diyor. sen yalancısın anne diyor. burada küçük kızın kafasında tanrıyı göremeyeceği şüphesi olmadığı için onu iliklerine kadar hissediyor. herşeyi engelleyen kafadaki şüphe denilen şey. tanrı aslında her yerde.";"08.04.2019 03:54";""
"91047250";"meditasyon";"little drunk girl";"1720466";"share report vote";"Evet";"0";"0";"güzel bir aplikasyon önerilerine açığım, mümkünse para ödemesiz!";"09.06.2019 00:15";""
"93704680";"meditasyon";"bu su";"804466";"share report vote";"Evet";"0";"0";"bu akşam ilk kez deneyeceğim. önerilerinizi alırım.";"09.08.2019 13:24";""
"86403572";"meditasyon";"plat0n";"1524248";"share report vote";"Evet";"3";"0";"(bkz: headspace) ingilizceniz varsa bunu indirin kafanızı yormayın.";"07.02.2019 11:45";""
"86190007";"meditasyon";"nobili";"2012189";"share report vote";"Evet";"1";"0";"meditasyon benim için birçok mistiğin de önerdiği üzere nefes alışverişi esnasındaki boşluklara odaklanarak beden içinde olma hissiyatına tanık olmak, duygulara, düşüncelere müdahale etmeksizin ya da onlarla özdeşleşmeksizin seyirci kalmak: genel olarak anbean insan olma deneyiminin farkına varmaktır. yaşamın özüne ulaşma yolundaki en önemli ve mahrem pratiktir.";"01.02.2019 13:53";"01.02.2019 16:26"
"86189133";"meditasyon";"hotelcharliebravo";"1955322";"share report vote";"Evet";"0";"0";"öğrenip yapmak istediğim ama bir türlü başlayamadığım aktivite. hakkında hep iyi yorumlar okuyorum mental açıdan özellikle. ihtiyacım var sanıyorum ki";"01.02.2019 13:22";""
"86145760";"meditasyon";"fevriyehanim";"1830027";"share report vote";"Evet";"1";"0";"üç dakka meditasyon yaptığında üç gün uyuyamayan biriyseniz, siz siz olun uykunuz kaçtığında ""du bakalım belki şimdi tam tersi uykumu getirir"" diyerek sabaha karşı meditasyon yapmayın. öğleye kadar uyuma lüksüne sahipseniz yapın tabii de, kargalardan önce kalkmanız icap ediyorsa siz bilirsiniz. geleneksel yöntemler çoğu zaman iyidir: süt içmek, yoğurt yemek, hadi en fazla melisa çayı filan için ama meditasyon iyi fikir değil. bereket versin avuntumuz hazır: zeki insanlar az uyur diyorlar:) çok içim rahatladı, uykusuzluğun bütün arazını siliverdi bir anda. hep fazla zekadan bunlar.";"31.01.2019 11:12";"31.01.2019 11:50"
"5767565";"meditasyon";"anshar";"32078";"share report vote";"Evet";"1";"0";"(bkz: falun dafa)";"18.09.2004 13:33";""
"30336745";"meditasyon";"jackiebagaj";"37899";"share report vote";"Evet";"0";"0";"zamani gun agirirken suresi tutsu sonunceye dek";"25.09.2012 07:58";""
"24839043";"meditasyon";"yolda";"493333";"share report vote";"Evet";"2";"0";"(bkz: allah şakra açıklığı versin)";"06.08.2011 16:09";""
"68599347";"meditasyon";"bi degisik ormanci";"1919601";"share report vote";"Evet";"0";"0";"gerçekten etkili bir şey. saatlerimi karanlık odada geçirdiğimi biliyorum, kendime geldiğimde ne bir yerim ağrımıştı ne yorgundum. bir dönem ilgilenmiştim bu konuyla.";"03.06.2017 23:50";""
"65474906";"meditasyon";"tanimlanamayan golgi cisimcigi";"1733630";"share report vote";"Evet";"2";"0";"istanbul'da eğitimini veren mekanlar nereleridir bilgisi olan yeşillendirirse sevinirim . istek olursa gelen bilgileri entry'e editleyebilirim .";"10.01.2017 19:42";""
"52303858";"meditasyon";"mike ehrmantraut";"1331111";"share report vote";"Evet";"0";"0";"https://www.youtube.com/…mt_cknple&feature=youtu.be";"15.06.2015 00:01";""
"115207254";"meditasyon";"unsignedchar";"1553751";"share report vote";"Evet";"0";"0";"int101 - introduction to meditation, birisi giriş yapsa da bizler de öğrensek.";"05.11.2020 19:31";""
"114361528";"meditasyon";"onun sesi ta kendisi geri gelmis demek";"689212";"share report vote";"Evet";"0";"0";"objektif gözleme olarak tanımlayabiliriz meditasyonu. online meditasyon kursları veriyorum. bütünsel bir yaklaşımla duyumsama kapasitemizi arttırmak üzere 5 online buluşmalık kurs hakkında bilgi almak için yeşillendirebilirsin.";"16.10.2020 13:29";""
